2021 K3,기아자동차,1757~2140만원,l4,자연흡기,1598cc,가솔린,CVT14.1~15.2km/ℓ(2등급),5인승,전륜구동,자동(CVT),123hp,15.7kg.m,정보없음,정보없음,108.0~117.0g/km,4655mm,1800mm,1440mm,2700mm,1549~1563mm,1558~1572mm,1240~1260kg,195~225mm/45~65/15~17inch,195~225mm/45~65/15~17inch,맥퍼슨스트럿,토션빔,디스크,디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200420_19
2020 벤츠 GLS클래스,메르세데스-벤츠,1억3860~1억6360만원,I6,정보없음,2925cc,디젤,정보없음,7인승,풀타임4륜구동,자동9단,330hp,71.3kg.m,238km/h,6.3초,정보없음,5220mm,2030mm,1840mm,3135mm,1703mm,1722mm,정보없음,275mm/45/21inch,315mm/40/21inch,더블위시본,멀티링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200526_14
2020 모하비,기아자동차,4702~5689만원,V6,싱글터보,2959cc,디젤,자동9.3~9.4km/ℓ(4등급~5등급),5~7인승,풀타임4륜구동,자동8단,260hp,57.1kg.m,정보없음,정보없음,209.0~211.0g/km,4930mm,1920mm,1790mm,2895mm,1614mm,1624mm,2250~2305kg,265mm/50~60/18~20inch,265mm/50~60/18~20inch,더블위시본,멀티링크,디스크,디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200507_29
2020 스포티지,기아자동차,2342~3172만원,l4,자연흡기,1999cc,가솔린,자동10.5km/ℓ(4등급),정보없음,전륜구동,자동6단,152hp,19.6kg.m,정보없음,정보없음,161.0g/km,4485~4495mm,1855mm,1645mm,2670mm,1609~1613mm,1620~1625mm,1495kg,225mm/55/18inch,225mm/55/18inch,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20190912_10
2020 포르쉐 파나메라,포르쉐,1억4030~1억7090만원,V6,싱글터보,2995cc,가솔린,DCT8.5km/ℓ(5등급),4인승,풀타임4륜구동,자동(DCT)8단,330hp,45.9kg.m,262km/h,5.5초,203.0g/km,5049mm,1937mm,1423mm,2950mm,1671mm,1651mm,1850kg,265~275mm/35~45/19~21inch,295~315mm/30~40/19~21inch,더블위시본,멀티링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20191008_10
2020 K7,기아자동차,2949~3799만원,V6,자연흡기,2999cc,LPG,자동7.3~7.6km/ℓ(5등급),5인승,전륜구동,자동6단,235hp,28.6kg.m,정보없음,정보없음,175.0~183.0g/km,4995mm,1870mm,1470mm,2855mm,1602mm,1610mm,1635~1655kg,225~245mm/45~55/17~18inch,225~245mm/45~55/17~18inch,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200102_28
2021 K9,기아자동차,5478~9203만원,V6,자연흡기,3778cc,가솔린,자동9.0km/ℓ(5등급),5인승,후륜구동,자동8단,315hp,40.5kg.m,정보없음,정보없음,192.0g/km,5120mm,1915mm,1490mm,3105mm,1629mm,1659mm,1915kg,245mm/50/18inch,245mm/50/18inch,멀티링크,멀티링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200409_13
2020 코란도,쌍용자동차,2222~3245만원,I4,싱글터보,1597cc,디젤,자동14.1km/ℓ(2등급)수동15.2km/ℓ(2등급),5인승,전륜구동,자동6단수동6단,136hp,30.6~33.0kg.m,정보없음,정보없음,123.0~134.0g/km,4450mm,1870mm,1630mm,2675mm,1595mm,1620mm,1525~1535kg,225~235mm/50~60/17~19inch,225~235mm/50~60/17~19inch,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200402_39
2020 벤츠 CLA클래스,메르세데스-벤츠,5380만원,I4,싱글터보,1991cc,가솔린,DCT11.5km/ℓ(4등급),5인승,풀타임4륜구동,자동(DCT)7단,224hp,35.7kg.m,250km/h,6.3초,150.0g/km,4695mm,1830mm,1435mm,2730mm,1603mm,1597mm,1550kg,225mm/45/18inch,225mm/45/18inch,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200212_23
2020 그랜저 하이브리드,현대자동차,3646~4432만원,I4,자연흡기,2359cc,전기가솔린,자동15.2~16.2km/ℓ(1등급~2등급),5인승,전륜구동,자동6단,159hp,21.0kg.m,정보없음,정보없음,97.0~108.0g/km,4990mm,1875mm,1470mm,2885mm,1607~1612mm,1615~1620mm,1675~1725kg,225~245mm/45~55/17~18inch,225~245mm/45~55/17~18inch,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20191128_16
2020 쏘나타 하이브리드,현대자동차,2754~3579만원,I4,자연흡기,1999cc,전기가솔린,자동19.1~20.1km/ℓ(하이브리드),5인승,전륜구동,자동6단,152hp,19.2kg.m,195hp,정보없음,79.0~83.0g/km,4900mm,1860mm,1445mm,2840mm,정보없음,정보없음,1495~1505kg,205~215mm/55~65/16~17inch,205~215mm/55~65/16~17inch,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200423_11
2020 티볼리,쌍용자동차,1683~2814만원,I4,싱글터보,1497cc,가솔린,자동11.4~11.8km/ℓ(3등급~4등급)수동12.1km/ℓ(3등급),5인승,전륜구동,자동6단수동6단,163hp,26.5~28.6kg.m,정보없음,정보없음,136.0~145.0g/km,4225mm,1810mm,1615~1620mm,2600mm,1560mm,1560mm,1305~1360kg,205~215mm/50~65/16~18inch,205~215mm/50~65/16~18inch,맥퍼슨스트럿,토션빔,V디스크,디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200402_20
2020 볼보 S60,볼보,4760~5360만원,I4,싱글터보,1969cc,가솔린,자동10.8km/ℓ(4등급),5인승,전륜구동,자동8단,254hp,35.7kg.m,240km/h,6.5초,158.0g/km,4760mm,1850mm,1430mm,2872mm,1603mm,1603mm,1700kg,235mm/40~45/18~19inch,235mm/40~45/18~19inch,더블위시본,리프스프링,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20190829_27
2020 링컨 코세어,링컨,5640만원,I4,싱글터보,1999cc,가솔린,자동9.2km/ℓ(5등급),5인승,풀타임4륜구동,자동8단,238hp,38.7kg.m,정보없음,정보없음,184.0g/km,4585mm,1885mm,1630mm,2710mm,정보없음,정보없음,1815kg,225mm/55/19inch,225mm/55/19inch,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20190425_26
2020 아우디 Q3 스포트백,아우디,5090~5490만원,I4,싱글터보,1968cc,디젤,자동14.3km/ℓ(2등급),5인승,전륜구동,자동7단,150hp,34.7kg.m,205km/h,9.3초,133.0g/km,4500~4515mm,1845mm,1570mm,2680mm,1582mm,1587mm,1645~1660kg,235mm/50~55/18~19inch,235mm/50~55/18~19inch,맥퍼슨스트럿,멀티링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200701_29
2021 G90L,제네시스,1억5609만원,V8,자연흡기,5038cc,가솔린,자동7.2km/ℓ(5등급),5인승,풀타임4륜구동,자동8단,425hp,53.0kg.m,정보없음,정보없음,241.0g/km,5495mm,1915mm,1505mm,3450mm,1640mm,1639mm,2270kg,245mm/45/19inch,275mm/40/19inch,멀티링크,멀티링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200626_46
2020 레이,기아자동차,1260~1570만원,l3,자연흡기,998cc,가솔린,자동13.0km/ℓ(경형),2인승,전륜구동,자동4단,78hp,9.6kg.m,정보없음,정보없음,127.0g/km,3595mm,1595mm,1700mm,2520mm,1416mm,1424mm,1030kg,165mm/60/14inch,165mm/60/14inch,맥퍼슨스트럿,토션빔,디스크,디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200210_76
2020 포드 익스플로러,포드,5920만원,I4,싱글터보,2261cc,가솔린,자동8.9km/ℓ(5등급),7인승,풀타임4륜구동,자동10단,304hp,42.9kg.m,정보없음,정보없음,189.0g/km,5050mm,2005mm,1775mm,3025mm,1699mm,1699mm,2085kg,255mm/50/20inch,255mm/50/20inch,맥퍼슨스트럿,멀티링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20191112_20
2021 모닝,기아자동차,1175~1480만원,I3,자연흡기,998cc,가솔린,자동15.7km/ℓ(경형),5인승,전륜구동,자동4단,76hp,9.7kg.m,정보없음,정보없음,104.0g/km,3595mm,1595mm,1485mm,2400mm,1406mm,1415mm,910kg,175mm/65/14inch,175mm/65/14inch,맥퍼슨스트럿,토션빔,디스크,드럼,랙앤피니언,https://imgauto-phinf.pstatic.net/20200512_39
2020 지프 랭글러,지프,4940~6340만원,I4,싱글터보,1995cc,가솔린,자동8.2~9.0km/ℓ(5등급),5인승,풀타임4륜구동,자동8단,272hp,40.8kg.m,정보없음,정보없음,193.0~210.0g/km,4885mm,1895mm,1840~1880mm,3010mm,1600mm,1600mm,1940~2120kg,245~255mm/70~75/17~18inch,245~255mm/70~75/17~18inch,멀티링크,멀티링크,정보없음,정보없음,랙앤피니언,https://imgauto-phinf.pstatic.net/20200526_52
2020 지프 레니게이드,지프,3390~4340만원,I4,자연흡기,2360cc,가솔린,자동10.0km/ℓ(4등급),5인승,전륜구동,자동9단,175hp,23.5kg.m,정보없음,정보없음,171.0g/km,4255mm,1805mm,1695mm,2570mm,1551mm,1553mm,1460~1630kg,215mm/60/17inch,215mm/60/17inch,맥퍼슨스트럿,맥퍼슨스트럿,정보없음,정보없음,랙앤피니언,https://imgauto-phinf.pstatic.net/20200102_15
2020 벤츠 C클래스,메르세데스-벤츠,5000~6000만원,I4,싱글터보,1991cc,가솔린,자동11.4km/ℓ(4등급),5인승,후륜구동,자동9단,204hp,30.6kg.m,245km/h,7.1초,151.0g/km,4705mm,1810mm,1430mm,2840mm,정보없음,정보없음,1590kg,225mm/50/17inch,225mm/50/17inch,멀티링크,멀티링크,V디스크,디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200225_12
2020 BMW X5,BMW,9880~1억4460만원,l6,싱글터보,2993cc,디젤,자동10.0km/ℓ(4등급),5인승,풀타임4륜구동,자동8단,265hp,63.2kg.m,230km/h,6.5초,195.0g/km,4922mm,2004mm,1745mm,2975mm,1666mm,1685mm,2110kg,275mm/45/20inch,305~315mm/35~40/20~21inch,더블위시본,5링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200414_12
2020 볼보 XC90,볼보,8030~9550만원,l4,트윈터보,1969cc,디젤,자동10.9km/ℓ(4등급),7인승,풀타임4륜구동,자동8단,235hp,48.9kg.m,220km/h,7.8초,176.0g/km,4950mm,1960mm,1770mm,2984mm,정보없음,정보없음,2160kg,275mm/45/20inch,275mm/45/20inch,더블위시본,인테그랄링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200313_10
2020 BMW 7시리즈,BMW,1억3710~2억3626만원,I6,싱글터보,2993cc,디젤,자동11.6km/ℓ(정보없음),5인승,풀타임4륜구동,자동8단,265hp,63.2kg.m,250km/h,5.8초,150.0g/km,5120mm,1902mm,1467mm,3070mm,1617mm,1646mm,1880kg,245mm/40/20inch,275mm/35/20inch,더블위시본,멀티링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20190117_14
2020 K5 하이브리드,기아자동차,2749~3327만원,I4,자연흡기,1999cc,전기가솔린,자동19.1~20.1km/ℓ(1등급),5인승,전륜구동,자동6단,152hp,19.2kg.m,195hp,정보없음,79.0~83.0g/km,4905mm,1860mm,1445mm,2850mm,1623~1633mm,1630~1640mm,1495~1515kg,205~215mm/55~65/16~17inch,205~215mm/55~65/16~17inch,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20191212_33
